English,Chinese
closed-circuit,闭路
trespassed,侵入
o.g.,奥格
panna,般那
jalapeño,墨西哥辣椒
thornfield,桑菲尔德
posthumously,死后
ices,冰
joakim,乔金
holosuite,全息套件
rehan,热汗
yegor,叶戈尔
whey,乳清
adolphe,阿道夫
sepp,塞普
stricter,更严格
sauteed,炒的
liane,藤本植物
well-paid,高薪
lacquer,漆
morey,莫雷
lobbied,游说
conversely,反过来
tortellini,饺子
yearbooks,年鉴
pigments,颜料
deceptively,欺骗性地
lunchroom,小吃店
counterfeiter,造假者
originates,起源
oldham,奥尔德姆
dimas,迪马斯
footstep,脚步
dalí,达利
vayu,瓦尤
bigmouth,长舌妇
honeycutt,霍尼卡特
indelicate,不雅的
上午07:00,上午07:00
ung,翁
conveying,输送
extramarital,婚外
basha,岜沙
a-coming,即将到来
nicholls,尼科尔斯
buller,布勒
t-the,t-the
harbouring,窝藏
soothsayer,占卜者
prosthesis,假肢
nooks,角落
stringent,严格
coolio,酷利奥
hackman,哈克曼
benedetto,贝内代托
choirboy,唱诗班男孩
ather,阿瑟
norbac,诺巴克
settee,沙发
lionheart,狮心王
kima,基马
paracelsus,帕拉塞尔苏斯
svengali,斯文加利
backache,背痛
ngs,NGS
you`d,你会
stix,斯蒂克斯
tenets,原则
constituted,构成
bergerac,贝尔热拉克
maiko,舞妓
la-di-da,拉迪达
look-out,了望
上午04:00,上午04:00
brokeback,断背
walk-through,走查
nadezhda,纳德日达
lancers,枪骑兵
bast,韧皮
jahan,贾汉
pernod,保乐力加
manohar,马诺哈尔
reenact,重演
uninterested,不感兴趣
rémy,雷米
coattails,燕尾服
warbles,颤音
thet,泰特
chastise,惩戒
handsy,方便的
stoller,斯托勒
dookie,杜基
griddle,煎锅
pocketful,满口袋的
suhani,苏哈尼
e-excuse,电子借口
burgeoning,新兴的
moulds,模具
wrenches,扳手
0nly,0nly
grecian,希腊语
yhe,呀
alhambra,阿罕布拉
mariette,马里埃特
rs.100,100卢比
moolah,钱
littleton,利特尔顿
trashcan,垃圾桶
typhoons,台风
upshot,结果
eco-friendly,环保的
courtier,朝臣
lacs,拉克斯
landmine,地雷
cartwheel,侧手翻
burka,罩袍
supermassive,超大质量的
spotlights,聚光灯
canoeing,划独木舟
impetus,动力
semyon,谢苗
daemon,守护进程
staffer,职员
vova,沃瓦
ripened,成熟的
roge,罗杰
thermodynamics,热力学
efendi,埃芬迪
fetishes,恋物癖
zin,津
titti,蒂蒂
retracing,回溯
fairmont,费尔蒙
jinny,吉尼
nimah,尼玛
loring,洛林
sweltering,闷热的
indentured,契约的
blackbirds,黑鸟
wilmot,威尔莫特
anto,安托
perimortem,临死期间
chanted,吟诵着
biographies,传记
rerouting,重新路由
asswipe,屁股擦
darkie,黑暗者
ostia,奥斯蒂亚
critiques,批评
garroway,加罗韦
subtleties,微妙之处
shri,什里
irrevocably,不可撤销地
heckling,质问
kick-off,开球
hydrangeas,绣球花
quantify,量化
tailpipe,排气管
alle,阿勒
lowen,洛文
blurring,模糊
castes,种姓
biochemist,生物化学家
occupancy,占用
macdougall,麦克杜格尔
pirouette,旋转
mnemonic,助记符
has-,有-
berber,柏柏尔人
steinar,施泰纳尔
wolcott,沃尔科特
weighty,重
righ,对
benzene,苯
lathrop,拉思罗普
hemant,赫曼特
grohl,格罗尔
mcclain,麦克莱恩
double-time,双倍时间
58th,58号
fumigated,熏蒸的
whatchamacallit,什么查马卡利特
fatties,胖子
behinds,后面
murata,村田
koizumi,小泉
pooled,汇集起来
skjern,舍恩
radiohead,电台头
foray,进军
lcd,液晶显示器
needlework,针线活
erinn,埃里恩
referrals,转介
huer,胡埃尔
eps,每股收益
chock-full,塞满的
footfalls,脚步声
hagar,夏甲
ashlee,阿什莉
whistleblower,举报人
facsimile,传真
unpatriotic,不爱国的
airfare,机票
yuda,裕达
tormentor,折磨者
greenbacks,美元
ott,奥特
bartok,巴托克
panhandle,狭长地带
monterrey,蒙特雷
pezuela,佩苏埃拉
seven-year,七年
greaves,油渣
zeek,泽克
mclaughlin,麦克劳克林
balli,巴利
unbuttoned,解开扣子的
theora,理论
equine,马
huygens,惠更斯
geneviève,热纳维耶夫
falsify,伪造
velour,丝绒
disapproving,不赞成
kobol,科博尔
zinger,辛格
batons,警棍
myocardial,心肌
scolds,责骂
bluey,布鲁伊
ciara,席亚拉
dren,德伦
draculaura,德古拉乌拉
punky,朋克
darkly,黑暗
dob,多布
dissension,纠纷
duplicitous,两面派
lathe,车床
eleonora,埃莱奥诺拉
sss,SS
riffs,即兴重复段
ebert,埃伯特
mccallum,麦卡勒姆
oyama,小山
broad-minded,心胸宽广
hyunto,贤斗
selflessly,无私地
compasses,圆规
parlez-vous,帕莱兹沃斯
nastiness,肮脏
persistently,坚持不懈地
ruda,鲁达
vindaloo,文达卢
encroaching,侵占
twyla,特威拉
sugi,杉
heralds,先驱者
oder,奥德
split-second,瞬间
trafficked,被贩卖的
highlighting,突出显示
monolith,巨石
tenzin,丹增
nads,纳德斯
cobblers,补鞋匠
ataru,阿塔鲁
nubia,努比亚
brita,布丽塔
goverment,政府
out-of-body,体外
darkseid,达克赛德
sheepdog,牧羊犬
fein,费恩
quaid,奎德
sio,西奥
clotilde,克洛替利
infeld,因费尔德
albertine,阿尔伯丁
luxan,卢桑
rin-chan,凛灿
mh,姆赫
katey,凯蒂
krupp,克虏伯
kofi,科菲
mendes,门德斯
roundhouse,圆屋
birdcage,鸟笼
burdett,伯德特
gustaf,古斯塔夫
referees,裁判员
bap,巴普
shout-out,喊出来
addendum,附录
atoll,环礁
caked,结块的
short-circuit,短路
edgehill,埃奇希尔
shamefully,可耻地
simo,西莫
rescuer,救援者
searcher,搜索者
earmarked,指定用途的
shimon,西蒙
pétain,贝当
milestones,里程碑
straight-a,直A
pop-tarts,馅饼
g8,g8
meldrick,梅尔德里克
vani,瓦尼
fatigues,迷彩服
shrubbery,灌木
needlepoint,针尖
wyndham,温德姆
basins,盆地
lech,莱赫
papá,爸爸
shod,鞋子
counseled,劝告
aurelia,奥雷利亚
48-hour,48小时
na-na-na-na,娜娜娜娜
nightdress,睡衣
evidentiary,证据性的
alsace,阿尔萨斯
measurable,可测量的
shinhwa,神话
nsc,国家安全委员会
bequest,遗赠
witchy,巫术的
cowan,考恩
disinformation,虚假信息
publicized,公开的
yamaha,雅马哈
hom,坎
tootin,图丁
outsourcing,外包
brandishing,挥舞
polina,波利纳
cregg,克雷格
a.b.,a.b.
masahiro,正宏
inoculated,接种过的
brocade,锦缎
arastoo,阿拉斯托
forty-one,四十一
wane,衰弱
schafer,谢弗
jessy,杰西
vishwamitra,维什瓦米特拉
plexus,神经丛
minimise,最小化
anda,安达
vaca,瓦卡
minster,大教堂
pedrosa,佩德罗萨
beguiling,迷惑的
liddell,利德尔
selene,硒
meisner,迈斯纳
constantin,康斯坦丁
reheat,再加热
pan-seared,平底锅煎
granary,粮仓
notting,诺丁
bridey,新娘
teamsters,卡车司机
freefall,自由落体
thejob,工作
abominations,可憎之事
parabolic,抛物线
jono,乔诺
josefa,何塞法
harrogate,哈罗盖特
tumblers,不倒翁
renton,伦顿
muk,穆克
closeted,封闭的
messaged,发消息的
gang-related,与帮派有关的
deac,德阿克
botulism,肉毒中毒
magali,马加利
heaped,堆积的
trawl,拖网
mimes,哑剧
saipan,塞班岛
ayers,艾尔斯
townie,乡镇人
cert,证书
suzaku,朱雀
q-tip,棉签
synagogues,犹太教堂
soe,国有企业
clough,克拉夫
thurber,瑟伯
truth-,真相-
carny,卡尼
pippy,皮皮
cathouse,猫屋
recast,重铸
lusts,欲望
burble,窃笑
descriptive,描述性的
rumblings,传言
gooch,古奇
meldrum,混乱
refilled,重新装满
vestal,维斯塔
antares,安塔雷斯
does-,做-
oakes,奥克斯
schrute,施鲁特
cheltenham,切尔滕纳姆
doctor-,医生-
pranked,恶作剧
gramercy,格拉梅西
sculptors,雕塑家
mallika,玛丽卡
hoodies,连帽衫
wiryegung,维里贡
clumsiness,笨拙
lysander,莱桑德
fuck-,他妈的-
paradoxes,悖论
scabies,疥
steckler,施泰克勒
ostend,奥斯坦德
reddick,雷迪克
radek,拉德克
carm,卡姆
simmi,西米
-but,-但
civvies,便服
gravest,坟墓
psoriasis,银屑病
tutsi,图西人
wojtek,沃伊泰克
teaspoons,茶匙
seeding,播种
ullman,厄尔曼
game-changer,游戏规则改变者
amphitheater,露天剧场
quatermain,夸特梅因
hardheaded,顽固的
schlep,拖带
pyromaniac,纵火狂
rancor,冤仇
white-hot,白热化
harebrained,轻率的
orthe,奥尔特
minkus,明库斯
ily,伊利
loaner,贷款人
saran,萨兰
stiffness,刚性
espenson,埃斯彭森
petitioner,申请人
inertial,惯性的
tight-ass,紧屁股
heis,海斯
worldview,世界观
motta,莫塔
quinton,昆顿
donít,不要
litigator,诉讼律师
baffles,挡板
housekeepers,管家
mellon,梅隆
neuron,神经元
servo,伺服
atelier,工作室
meddlesome,好事
hooli,胡里
re-examine,复审
carpentier,卡彭蒂埃
hydroelectric,水力发电
corinna,科琳娜
zandra,赞德拉
grands,三角钢琴
drazi,德拉齐
attrition,消耗
bullshitter,胡说八道
overextended,过度扩张
pinup,钉住
bollinger,布林格
cased,装箱的
commemorating,纪念
c-note,C-注释
achim,阿希姆
theron,塞隆
altimeter,高度表
mired,陷入困境
gendarmerie,宪兵队
parolee,假释者
sebastián,塞巴斯蒂安
heng,衡
margrethe,玛格丽特
caron,卡伦
sanya,三亚
criminality,犯罪行为
denzil,登齐尔
doctrines,学说
edging,磨边
buckling,屈曲
janu,贾努
stakeouts,放样
irvin,欧文
face-,脸-
fina,菲娜
shill,托儿
lakebottom,湖底
recurrence,复发
moyer,莫耶
pallets,托盘
counterterrorism,反恐
buccaneer,海盗
duchamp,杜尚
narcolepsy,发作性睡病
udder,乳房
ricco,里科
novotny,诺沃特内
leutnant,中尉
cree,克里人
willin,威林
which-,哪个-
cargill,嘉吉
cadiz,加的斯
amaru,阿马鲁
supervisory,监督性的
disrobe,脱掉衣服
savonarola,萨沃纳罗拉
millisecond,毫秒
illusionist,魔术师
undershirt,汗衫
mackintosh,雨衣
court-ordered,法院命令的
vespers,晚祷
gretch,格雷奇
hoarsely,沙哑地
pickets,纠察队
indio,印第奥
sasi,萨西
hypo,低位
jacobo,雅各布
togashi,富坚
neelu,尼卢
dockers,码头工人
randhir,兰迪尔
cheeta,猎豹
rawley,罗利
bluffed,虚张声势
manoel,马诺埃尔
peddlers,小贩
tawney,黄褐色
decisively,果断地
shut-up,住口
whiner,发牢骚
massing,聚集
offs,关闭
misrepresented,误传
orchestras,管弦乐队
gcpd,GCPD
howled,嚎叫着
soaks,浸泡
guzzling,贪吃的
mikko,米科
coronado,科罗纳多
biro,比罗
jammin,贾明
ceylon,锡兰
kiowa,基奥瓦
inflating,膨胀的
subsidiaries,子公司
beastmaster,兽王
zamora,萨莫拉
ambu,安布
bitcoins,比特币
gizmos,小发明
demoralized,士气低落
peοple,人
lefts,左派
malo,马洛
stirrup,镫
cooperates,合作
dippy,呆呆的
oso,奥索
mungo,蒙戈
lucretia,卢克丽霞
pulverize,粉碎
monotone,单调
likeyou,喜欢你
aphids,蚜虫
banta,班塔
non-human,非人类的
jasna,贾斯纳
cq,重庆
scapula,肩胛骨
greys,格雷斯
larsan,拉桑
forcible,强制的
chatswin,查茨温
myself-,我-
hermie,赫米
ragtag,乌合之众
katsura,桂
tomfoolery,愚蠢的行为
grunkle,格伦克尔
cabrera,卡布雷拉
flat-screen,平面屏幕
busload,巴士负载
guardo,瓜尔多
gentlest,最温柔的
rosaura,玫瑰花
ineffectual,无效的
reconnecting,重新连接
two-legged,两条腿的
lvpd,左室厚度
pra,普拉
propagation,传播
newberry,纽伯里
sneering,冷笑
maligned,被诽谤的
unfurled,展开的
forwhat,为了什么
preventative,预防性的
eastward,向东
trafford,特拉福德
multinationals,跨国公司
monami,莫纳米
lycra,莱卡
wearable,可穿戴的
barbies,芭比娃娃
endangers,危害
churned,搅动的
rossum,罗苏姆
r-right,r-右
caters,迎合
masson,马森
ihop,伊霍普
shingen,信玄
dry-cleaned,干洗
out-of-state,州外
shin-woo,新宇
coccyx,尾骨
jairo,贾罗
marsala,马萨拉
handfuls,一把
cobblepot,鹅卵石锅
kannada,卡纳达语
boosts,提升
eaves,檐
oc,奥克
cheuk,卓
stipulation,规定
ov,奥夫
sommelier,侍酒师
tubman,塔布曼
pounder,磅锤
calzone,馅饼
reis,雷斯
yosuke,洋介
kimba,金巴
scholastic,学术的
catskills,卡茨基尔
lhc,左心室
cycled,骑自行车的
nonnatus,诺纳图斯
natal,纳塔尔
trifled,琐碎的
masseria,马塞里亚
sturm,风暴
preet,普雷特
alleges,声称
accolades,荣誉
reassembled,重新组装
ide,IDE
rungs,横档
crossrail,横贯铁路
pedes,足部
rhodesia,罗得西亚
head-,头-
hotheaded,性急的
sοmething,某事
comebacks,复出
dbs,数据库系统
expertly,熟练地
peeved,恼怒的
kerri,凯里
hallmarks,标志
stax,斯塔克斯
kauai,可爱岛
red-light,红灯
millington,米尔顿
jackrabbit,长耳大野兔
tarun,塔伦
kashiwagi,柏木
wishy-washy,犹豫不决
softens,软化
culminating,达到顶峰
someway,无论如何
unsealed,未密封的
shozo,庄三
yancy,扬西
transverse,横
80th,80号
jareau,哈罗
pre-trial,预审
ui,用户界面
winstone,温斯顿
noriega,诺列加
unimpressed,不为所动
satoko,里子
exsanguination,放血
spritz,喷洒
rutles,车辙
sarsaparilla,菝葜
arora,阿罗拉
bmo,蒙特利尔银行
subsidize,资助
bab,巴布
meta-human,超人类
schnabel,施纳贝尔
ido,我愿意
out-of-work,失业
escher,埃舍尔
isthe,是的
jarring,刺耳的
one-stop,一站式
radiated,辐射
setter,二传手
darpa,美国国防部高级研究计划局
tknow,知道
carthaginians,迦太基人
minwoo,珉宇
kickass,踢屁股
mitzvahs,成人礼
hissy,嘶嘶声
cavaliere,骑士
pcs,件
coffeemaker,咖啡机
mato,马托
jip,吉普
disillusion,幻灭
barak,巴拉克
wendigo,温迪戈
treblinka,特雷布林卡
defectors,叛逃者
grosse,格罗斯
pedersen,佩德森
t-bird,t-鸟
spiller,溢出者
croats,克罗地亚人
polonius,波洛纽斯
unadulterated,纯粹的
humphreys,汉弗莱斯
sashay,萨沙伊
bookshelves,书架
groundless,毫无根据的
gua,卦
leyden,莱登
scrubber,洗涤器
dyad,二元组
janusz,亚努什
kuku,库库
kindaichi,金田一
tye,泰伊
non-disclosure,不公开
rears,后方
fabiola,法比奥拉
lompoc,隆波克
diversionary,转移注意力的
quieres,基耶雷斯
once,一次
howser,豪瑟尔
disrupts,扰乱
lefebvre,列斐弗尔
harmonizing,协调
rian,里安
shahid,沙希德
raincoats,雨衣
aggregate,总计的
disparaging,贬低的
course-,课程-
adèle,阿黛尔
specialises,专门
didyou,你有吗
pro-life,反堕胎
chanced,碰巧
lumbering,笨重的
sitch,缝合
beeped,发出嘟嘟声
perumal,佩鲁马尔
phoebus,菲比斯
prednisone,强的松
strang,斯特朗
ivor,象牙
warder,看守
lunged,猛扑
valérie,瓦莱里
nuked,核爆的
auctioning,拍卖
boxey,博克西
maldonado,马尔多纳多
tizzy,晕眩的
tapestries,挂毯
poofs,噗
velociraptor,迅猛龙
sharps,锐器
graviton,引力子
sews,缝制
jozef,约瑟夫
aramaic,阿拉姆语
pauley,保利
briefcases,公文包
neeko,妮可
3ah7f,3ah7f
blizzards,暴风雪
reynold,雷诺
unblemished,无瑕疵的
fop,福普
foucault,福柯
ashura,阿修罗
boko,博科
dales,山谷
beaulieu,博利厄
iy,我
baronet,从男爵
strenght,力量
nishida,西田
minaj,米纳吉
soc,社会组织
calculates,计算
fukuoka,福冈
earthforce,地球力量
bridie,布赖迪
tullius,图留斯
sandwiched,夹在中间的
embroiled,卷入其中
husband-,丈夫-
aey,哎呀
hunan,湖南
cadillacs,凯迪拉克
12-step,12步
boggles,令人难以置信
close-knit,紧密结合
coons,浣熊
cruickshank,克鲁克香克
forgettable,令人遗忘的
muntz,蒙茨
oberst,奥伯斯特
peppered,胡椒粉
galway,戈尔韦
demille,德米尔
mitral,二尖瓣
wove,编织
interchange,交换
alls,所有
give,给
top-shelf,顶层
nakanishi,中西
bacall,巴考尔
twiddling,摆弄
reynaldo,雷纳尔多
fjords,峡湾
emojis,表情符号
cacti,仙人掌
zuri,祖里
shruthi,什鲁蒂
inefficiency,低效率
disparity,差距
swoops,俯冲
freezers,冰柜
shinagawa,品川
subdivision,细分
hard-hitting,严厉打击
timeshare,分时度假
unwillingly,不情愿地
sortie,出击
c.i.d.,c.i.d.
wakey-wakey,醒醒
affiliates,附属机构
pressman,新闻员
restructure,重组
kemper,肯珀
murillo,穆里略
mang,芒
diminutive,小型的
pitstop,进站
lodgers,房客
togusa,托古萨
cann,坎恩
cooch,鸡窝
vicap,维卡普
masayuki,雅之
emaciated,瘦弱
bl,BL
kurosaki,黑崎
aviva,英杰华
asakusa,浅草
birdbrain,鸟脑
cattleman,牧牛人
glastonbury,格拉斯顿伯里
gregorian,公历
betrayals,背叛
oscillator,振荡器
pausing,暂停
kwanzaa,宽扎节
maclaren,麦克拉伦
dingus,丁格斯
analogue,类似物
regulates,调节
destabilizing,破坏稳定的
unleashes,释放
doy,多伊
shawshank,肖申克
gayer,盖尔
mabuse,马布塞
denote,表示
ponytails,马尾辫
hoo-ah,呼啊
pillaged,被掠夺的
cezanne,塞尚
c-dub,配音
bernini,贝尔尼尼
huberman,胡伯曼
self-confident,自信
horsie,马
vasile,瓦西里
trapp,特拉普
tandang,坦当
devika,德维卡
bouillon,肉汤
capita,资本
litany,连篇累牍
varg,瓦尔格
cross-referencing,交叉引用
brasil,巴西
alucard,阿鲁卡德
hee-chul,希澈
hongkong,香港
truscott,特拉斯科特
dollop,多洛普
cruisin,巡航
gib,吉布
roary,罗里
retort,反驳
hathorne,哈索恩
